Review,Relevant
"this game is awesome only problem u have to pay 4 fish bucks i haven't used all mine yet but i am really low on them otherwise this game is great any1 who puts 1 star is crazy
",1
"progress is slow.
",1
"gr8 app passes some time away but i dnt like every time i open the app i get a pop up
",1
"it is slower and the fish and decorations are smaller but tapfish keeps improving it so hopefully soon it is just as good as the iphone version.
",1
"last quest had a ridiculous amount of monsters
",1
"crashes a lot but still worth it
",1
"this game for me right now is a four star game, but if they lower the fish prices and if sometimes they would also give you fish bucks when you sell a fish, it will totally be a five start game!!:)
",1
"this sucks cause im at a low level and need to breed the neon tetra but can't get it cause it wont level up.
",1
"was working now the server wont connect and if it does it takes 5 mins to do so..
",1
"i have also lost lots of my fish bucks to revive my fish becos wen it force close i forget and where i left off, i come back, all my fish are dead.
",1
"what happens to our app when one changes her phone, ie to another andriod?
",1
"i worked so hard to level up and get my tanks only to get on this afternoon to find that everything reset.
",1
"would be nice to get more breedable fish without having to pay real cash for em.
",1
"i just wish it were easier to get fish bucks .....
",1
"simply because all the cool stuff you can only get with fish bucks....
",1
"apparently there is a problem with the transactions going through or something.....
",1
"but other than the fish bucks problem.....
",1
"love it best game ever other then sometimes slow
",1
"i have an xmas event which i only got 3 xmas fish until the main breeding fish disappeared from my breeding tank.
",1
"so now i cant play the event...
",1
"not only that i also played the  egyptian events and also found i couldnt claim my gifts from it...
",1
"i think these events need sorting out properly.
",1
"this game is ok needs better graphics, and people should be able to earn more fish bucks more easily.
",1
"now i have to get more bucks to revive them!
",1
"it is a nice game for my 3 year old but it is very addictive and requires the purchase of fish bucks to really get any where in the game.
",1
"just wish it was easier to get fish bucks n some fish weren't so expensive
",1
"great except the stupid fish bucks feature, that makes you either buy them or download apps.
",1
"fun game glitches out lots and takes your fish bucks with out buying anything
",1
"i'd play more if it was a little cheaper.
",1
"also that bubble needs to go, it interferes and gets in the way..
",1
"would be great if the makers of this game could come up with mini games to play in the game to get free fish bucks.
",1
"should have easier ways to earn fish bucks
",1
"fun game fish are to expensive tho
",1
"good game some parts run aa lil slow..
",1
"best one out yet n love how i can set as wallpaper only if it would quit force close all the time would b 5 *
",1
"with this game  but howcome i sale the with bucks only coins you need to upgrade it
",1
"only thing that i don't like is that getting fish bucks is so hard.
",1
"the only thing i feel could use some improvement, are the few and far between chances you get to earn or win tapfish dollars.
",1
"me personally,i would make it just a bit easier and not so random ,to win dollars.
",1
"fun game glitches out lots and takes your fish bucks with out buying anything
",1
"why in the event that their is they dont give me what i collect i have to keep doing it all over in my cellphone
",1
"it's good but wish it was easier to get fish bucks
",1
"i love this game i have been playing it for years, unfortunately i had to get a new phone so i lost everything i had before, but its still a great stress relief game
",1
"i just wish the breading was a little faster and you didn't have to spend 12 fish bucks to speed up a breed!
",1
"just wish earning fish bucks wasn't so hard.
",1
"just wish the thing on the bottom left corner would load.
",1
"ever since i updated the game it wont load.
",1
"just wish you could earn more fish bucks easier
",1
"i've just completed the breeding event that gives the firework background on the new years event, but when i go to get it from the item store it doesn't say 0 coins like all the other event backgrounds, it's asking me for 70 odd fish bucks for it...
",1
"it works some times but at times it very slow
",1
"wish you could convert coins to fish bucks.
",1
"i cant play the special events, so whats the point of playing at all.
",1
"game for closes tanks size much bigger can't fetch data and lags!!!!
",1
"most of my fish have disapered since i have updated it
",1
"most recent update has caused me to not be able to breed any of my fish.
",1
"i also lost the entire tank of the christmas fish that took me a week to breed!
",1
"really liked this game, have for ages but i updated it and now i have lost 3/4 of my fish. :(
",1
"i lost almost all my fish ?????????
",1
"as soon as the latest update was finished loading,half my fish were gone!
",1
"fun glitchy and game rips off your fishbucks from time to time also support doesn't refund them everytime they should but still fun
",1
"wish it was easier to get more fish bucks or use coins to get the bettr fish.
",1
"i love tapfish but the bubble is anoying.
",1
"my only problem is that when i don't have internet for a few days all my fish die.
",1
"it would be awesome if you could save to an sd card
",1
"this last update does not allow me to clean the tanks so all my tanks are at 65% happy. i gave made no changes to my tanks but the update caused this.
",1
"should lower fish prices or give more free fish bucks...
",1
"tried to buy frog egg in the event for coins and it chraged me fish bucks instead several times and can only restore twice isn't fair i worked hard for those fish bucks please fix 3 stars deducted will go to 5 when fixed
",1
"when i double tap on fish in event it wont she me how far my fish is from being complete
",1
"i have my tanks for two day and i like it so far, i'm waiting for more ways to make money...
",1
"no doubt all my fish are dead too!!
",1
"its very irritating not to have enough fish bucks, you should allow us to earn it..
",1
"fun game but if your phone dies you have to start from scratch.
",1
"the only reason i didn't give it 5 stars is sometimes it refuses to start and i have to reboot my tablet to get it to work which can be annoying.
",1
"needs more ways to win fish cash but good game
",1
"please make available to exchange the money on game for fish bucks
",1
"it's rather decent, but the animations/graphics are rather sloppy and breeding is very slow.
",1
"it's also hard to sort through the fish types in the shop.
",1
"this game is great but when i set as wall paper i see half tank at my wall paper and blue at button i use htc inspire 4g but anyways i love it ^_^
",1
"too much stuff is bought with fish bucks.
",1
"slow play when you start out.
",1
"fun game, been having hours of enjoyment but started to force close regularly which is very frustrating.
",1
"still wish prices w fish bucks werent so high.
",1
"i really like this game, but the rates are expensive.
",1
"pretty and fun, great time killer but wears on the battery
",1
"pretty kool but i lost my name and tanks when i had to reset my tablet that sucks
",1
"wish it was easier to get fishbucks.
",1
"got a new phone and now everytime i play i have to re download the app or it wont let.
",1
"im getting nowhere restoring to same spot over and over.
",1
"i have just installed this game, straight away it crashed.
",1
"rubbish it keeps crashing on me
",1
"game love t so much fish bucks are a little high but its worth it
",1
"always force closing
",1
"its koo but it gets stuck a lot!!
",1
"i love this but getting bucks only to hard pls make this as easier ....
",1
"amazing but needs more events but get it downloaded,best game ever!!!
",1
"works great on my tablet, my only issues with this game is the difficulty to earn coins and fish bucks. if those were easier i would play more often and i would actually buy them because i know i would be able to earn more after i blow through them so quickly because of the steep prices.
",1
"i also read that there are some quests u must pay cash for and you can not skip it. we should be able to skip those even if we had to spend some coinage to do so.
",1
"fix the ease of collecting coins, fish bucks, and lower prices in the store and it would be even more fun.
",1
"but it's hard to level up and gather up some bucks...
",1
"love game but freezes on daily spin
",1
"it would be nice if you could earn fish bucks with some of the breeding fish.
",1
"haven't had many problems with it forcing close since the update though.
",1
"fun game but needs to be easier to earn fish bucks and the events need to start sooner...
",1
"3 of my favorite fishes to buy and sell are all gone.
",1
"da big icons and the bubble r so rediculous!
",1
"but i ddnt like the way it looks at my toshiba tablet.
",1
"its cool but it gets too repetitive there needs to be something more in between the growing, selling and breeding of the fishes.
",1
"the only thing its missing is more fish,room and fish bucks its great but sometimes boring!
",1
"fun but not enough to do everything takes so long. breeding, growing and so on
",1
"i like this a lot, but force closes soooo often
",1
"i love this game but it would be great if you could use your coins to buy fish bucks.
",1
"even if it would be 10,000 coins for one fish buck, it would ma
",1
"force closes wayyyy too much with new version on droid x, esp with the new event.
",1
"always his issues loading too.
",1
"soooooo smaallllll cant read the letters.....
",1
"only issue, my events and submarine ride options have completely disappeared and i'm not happy about that.
",1
"bt now the thing thats keepin me from fully enjoyin it is the money..
",1
"it seems we can get coins by the bunches bt we cant get fish bucks.
",1
"mostly evrythin in the store is able to be bought by fish bucks.
",1
"and now i cant even play the new egyptian dive thing, it jus takes me back to my home screen.
",1
"maybe its my phone bt the fish bucks needs more fixing.
",1
"only downfall is when i got my new phone i lost my previous game
",1
"tapfish is a nice game but when it come to the bucks i a problem since i have no i have to wait 3 day.
",1
"also if you pay for bucks you only get coins when you sell.
",1
"if you could earn bucks that would help.
",1
"and if they got their time straight that would help too...
",1
"just wish there was a way to trade in coins for fish bucks. don't like having to buy them in order to get the fish i need for trophies or challenges in breeding.
",1
"should be able to earn fishbucks easier or at least make some of the fish cheaper other than that seems like a pretty long term game not bad
",1
"but it force closes alot!
",1
"anyone else having problems when trying to view your quests?
",1
"app keeps crashing every time.
",1
"enjoying playing tap fish but constant force closes on quests beginning to get frustrating.
",1
"i'm changing my rating from 5 to 1 because i can't play any of the events without it up forcing me to close!
",1
"wish you could convert coins to bucks, or when you buy a fish for bucks you sell it for bucks, not coins...
",1
"this is the best android game i have played and the only problem is u have to pay to get fishbucks.
",1
"fish die too quickly.
",1
"expensive breedables but all in all, a good game.
",1
"forced forecloses all the time sad because this game is awesome
",1
"having issues with the game, i have not once been able to do a dive mission.
",1
"game keep kicking me out every time i try.
",1
"this is a fun game and the kids enjoy it too, sometimes forces close but usual runs good.
",1
"i only wish that wen i accidently deleted the app wen i got it bac i didnt hav to start over
",1
"just they need more free fish bucks, instead of objects not needed.
",1
"i wish it wasn't so dependent on spending real money.
",1
"game shuts down alot but other than that its great.
",1
"way better then the exotic version, but still wish everything wasn't based off fish bucks.
",1
"wish though that most of the items could be easilier purchased with just coins...
",1
"sometime the program is forced to close.
",1
"i only wish you could speed up breeding labs faster earn more fish bucks and have more free quests!!!
",1
"third dam time this app has takin money off my account .
",1
"could be easier to navigate and takes up way too much space on my phone.
",1
"relies too much on premium purchases as well.
",1
"best game ever i only wish i could transfer my tank from my old phone to my new phone so that i wouldn't have to start over.
",1
"would give it 5 stars, but on my xperia mini pro the home button when visiting neighbours is really small, and i end up clicking objects rather than the button.
",1
"the game is absolutely enthralling, only it would be nice if the in-game clock didn't run absolutely off of real time due to thr fish breeding and ageing.
",1
"always want to see what mystery fish i breed, but it runs slow i have to click the wait button way too often
",1
"although needing a card to purchase fish bucks or additional coins instead of putting it on the next phone bill is bummer
",1
"make fish bucks easier to earn....
",1
"it's cool and all but fishes are to expensive.
",1
"love this game wish there was better ways to earn fish bucks though
",1
"great app but the number of fishbucks is low and i wait too long to get 1 fishbuck
",1
"i dont understand why we didnt have new year event for iso did thats not fair.
",1
"i would give five stars if we could get the events like iso does
",1
"more free fish bucks and help to restore the previous games to bring over to another phone.
",1
"i love this game but needed to more option
",1
"i love this app but it a bit slow. :-)
",1
"love the game just wish it was a littles cheaper
",1
"love it even more esp with the shorter breeding time.
",1
"okay here's a idea do a pet event give a dog as a breedible and do one of the prizes a alligator please and do a gold fish in a bowl  decoration that moves if you can but if you don't like this idea you don't have to do it i just want to make tapfish a really cool game
",1
"i have my tanks for two day and i like it so far, i'm waiting for more ways to make money...
",1
"when i try to breed my limited breedables i get  a message that i dont have any!
",1
"the only problem is it's hard to get fish bucks...
",1
"i ended up with 15 watts to 8 swifty - losing 4 of them
",1
"if those were easier i would play more often and i would actually buy them because i know i would be able to earn more after i blow through them so quickly because of the steep prices.
",1
"i have lost a whole tank to them.
",1
"only wish more fish could be purchased with coins
",1
i would give it 5 star but every time play on  its some time freesy all the time.,1
"i love this game play it.
",0
"i downloaded this game for my daughter, but i end up playing it all the time.
",0
"i love it better after i updated it
",0
"love this game.
",0
"im hooked.
",0
"das messed up!!!!
",0
"otherwise, a good, fun game.
",0
"please fix or i will be uninstalling.
",0
"christmas and non christmas.
",0
"been playing over a year but the new updates screwed it up!
",0
"bit annoying.....
",0
"this game has been a blessing to me and her, we spend hours playing it together and she's learning a lot along the way.
",0
"much more fun.
",0
"but overall its a good game. :-( & :-)
",0
"i love this game!!!!!!!
",0
"tap fish is the best fish game out there.
",0
"(and ive looked)even better then fishville on facebook!!!
",0
"if you like games with get you addicted you will love this game been playing on my tablet and phone.
",0
"great fun, cant put it down
",0
"soooo addicted to it.
",0
"i loved this game!
",0
"before the update i would have given 5 stars.
",0
"the layering update is a total disaster.
",0
"uninstalled and will never install again.
",0
"just love the game.
",0
"a great little game
",0
"i loooove this game!
",0
"i give this game a five star...
",0
"i love playing tapfish and also think the live wallpaper is neat on my phone and tablet..
",0
"i have my own real fishtanks at home but i still play tapfish lol
",0
"love this i have no problems with tapfish.
",0
"love this game
",0
"my other apps/games started back where i left off.
",0
"i love this game
",0
"the fish are cute i like it.
",0
"great and addicted app!!
",0
"love this game.
",0
"mehh gotten better
",0
"itz cool
",0
"looks great on a tablet!
",0
"this game has never failed on me unlike many other apps..
",0
"love the game....
",0
"and it was fine on my htc inspire???
",0
"love this game!
",0
"its addictive and my 6 month old loves interacting with the fish!
",0
"this is a fairly good fish tank simulation.
",0
"game bought by syrians.
",0
"it is time consuming to level but a nice challenge
",0
"fix this asap or i'm done with this game.
",0
"its fun when u r waiting somewhere like dr office or while ur wife shop or (browsers!!!!!)
",0
"its like playing a facebook game;-)
",0
"very fun to play
",0
"come on it makes it no fun bcuz i can't afford to play n get trophies n my 8 yr old son n i love this game.
",0
"much improved from 2 years ago!
",0
"this is a veary fun game
",0
"tap fish is awesome!
",0
"you will have to keep up your coin count with breeding and selling fish but that's free and easy!
",0
"me and my kids love it!
",0
"easier to manage tanks and breeding when using a spreadsheet to keep track.
",0
"it grat i love it play a lot
",0
"game is great...
",0
"i love this game..
",0
"i love this game it is very interesting and it is fun it is like having your own fish and being able to take care of them and there are fish that you would never think of it
",0
"i still absolutely love this app.
",0
"i love the different events.
",0
"its like we have real pets
",0
"great casual game.
",0
"my kids & i like to play this game.
",0
"cool game i guess!!
",0
"i'm very unhappy with this game!!
",0
"i luv this app it is awsome i get ro feed and buy fish with fish bucks and fish tokens u dont even have to buy any thing with your own money.
",0
"love this game
",0
"takes a while to gt into bt whn u gt goin its good :-)
",0
"tap fish has really improved after mobage sold out to gameview......
",0
"i wish i could give more stars!!!!!!!
",0
"its a great gane
",0
"great app
",0
"tap fish
",0
"great to pass time
",0
"fun game..
",0
"enjoy playing it
",0
"its like a real fish tank
",0
"totaly love this game
",0
"help asap!
",0
"love this game!
",0
"when passing time
",0
"super love it
",0
"i am at a stop in the game.
",0
"pls fix issues.
",0
"its good for when your bored and stuff
",0
"excellent app
",0
"i love it it is a good addition
",0
"keeps me busy for hours.
",0
"i love it it soothes me when nothing else in the world seemd to be going right
",0
"great game tons of fun very addictive
",0
"this game is so fun
",0
"great game
",0
"love breeding fish!
",0
"i love this game and i started all over yet again for the 3rd time!
",0
"awesome game!!
",0
"really fun game, much easier too :)
",0
"tap fish is a good game but it got boring after a bit.
",0
"reveiw by lucia malvone, aged 9.
",0
"don't f up no more people.
",0
"enjoy it almost as much as my real ones, clean up is easier too.
",0
"all i gotta say is its awesome
",0
"absolutely fun
",0
"tap fish
",0
"new version is great
",0
"great game
",0
"best pet ever--fish to feed, watch, and breed while designing the entire dreamy aquarium theme
",0
"it keeps my son occupied and in his social state of mind...
",0
"but overall the game is great fun,   even though i spend way too much time playing.
",0
"fun way to take care of fish without the expense.
",0
"i luv the game who ever doesent have this game u need to get it
",0
"super fun, super addicting!
",0
"awesome game!
",0
"tap fish
",0
"i really like the app.
",0
"i've had this game for a year and i think i'm going to uninstall it because there's nothing to do but feed fish and clean out tanks.
",0
"the best game fish
",0
"fun to play.
",0
"i don't think anyone can top this game.
",0
"can design your own tank, takes a little while to complete tasks they give you but pretty awesome!
",0
"i love this app...
",0
"it's fun,and i love my fish!!!!!!
",0
"best fish game ever!!!!
",0
"fun games to get more fish and objects for your tank
",0
"im just glad that i dont havebto sit at a computer to play a game like this.
",0
"nice app
",0
"i uninstalled, reinstalled & restored (major pita) no help!!!
",0
"love this game
",0
"so easy my kids play :)
",0
"you must clean the tank and feed the fish on a regular basis.
",0
"i'm only at level 6 so maybe this improves.
",0
"this game keeps my chold quite for hours at a time.
",0
"my six year old niece loves this app!
",0
"has qwirks, but a great addictive game
",0
"lots of fun
",0
"translation awesome
",0
"very nice app.
",0
"a good pass time.
",0
"basic game, pretty zen.
",0
"i have played this game  in  my sisters cell.
",0
"fun fun
",0
"great game
",0
"what a cool game!
",0
"great app....
",0
"i like fish live better
",0
"tap fish is great
",0
"nice game
",0
"i have been hooked for a couple of years, and i still can't put the game down.
",0
"great game
",0
"great game
",0
"lots of fun
",0
"runs well on my s iii.
",0
"the secret is the white grunt.
",0
"recommended game - last 4 spin to win free have been the same rocks item....
",0
"i am very addicted to this game
",0
"so awesome love it!!!
",0
"good time waster
",0
"good app fun when time to kill
",0
"love this crazy game!
",0
"great game.
",0
"ya its a good game but there are few things to upgrade work on that guys
",0
"but had to cuz i play this game more then i talk on the phone!
",0
"its amazingly great
",0
"love the game
",0
"if u like fish u will love this game
",0
"fun game..
",0
"i love this game but the only thing wrong with it is that i can't stop playing it !
",0
"love this game and so does my grandson.
",0
"i can't stop playing it ;)
",0
"good fun love this game.....
",0
"nice time killer
",0
"a fairly good rendering of tap fish although the one i recall from ios had better gameplay
",0
"plus it's free!
",0
"it's relaxing and fun to play.
",0
"i love this app!
",0
"love itpppl
",0
"this game is da shiznit.
",0
"verry nice game..
",0
"amazing game
",0
"great addictive game!!
",0
"entertaining as hell lol
",0
"finally fixed by devs.
",0
"fun game
",0
"fish keep dying & had to write a review to get fish bucks.... :d
",0
"i played for over six months.
",0
"great game
",0
"love this game!!
",0
"this game is my stress reliever
",0
"go ahead have fun trying to make some money to buy stuff that you must have to move forward.
",0
"fun fun
",0
"great game.
",0
"lots of fun for the whole family
",0
"i love this game.
",0
"one of the best hammed i ever playex
",0
"daily lookafter and play game with interesting events to liven itup
",0
"sprint evo 4g.
",0
"the egyptian game is.
",0
"great app ongoing  enjoyment with holiday bonuses
",0
"but this game is awesome and love all the different fish to raise, breed and sell!
",0
"excellent game
",0
"decent to cure bordom
",0
"my gf loves this game!!
",0
"i love the game.
",0
"exciting game!!!
",0
"its so fun and relaxing.
",0
"thid really sucks!!!!!!!!
",0
"initially i rated this game as 5 stars.
",0
"best fish app ever so fun even for adults and children its awesome and gives off some responsibility and you feel as if their so real.
",0
"i love this game.
",0
"i can't stop playing
",0
"i had this game for another andriod and it was bad but now this game is amazing.
",0
"tapfish is fun, challenging and addictive.
",0
"other than that, enjoyable app.
",0
"this game is so much fun
",0
"lovely fish tanks.
",0
"terrible games tho.
",0
"totally cool game!!
",0
"emailed developer but no response.
",0
"cool game.  :)
",0
"u just have to manage ur fish to get as many coins as possible
",0
"tapfish is the best virtual reality fish app out there!
",0
"other than that great game.
",0
"tap fish
",0
"i'm addicted i love this game
",0
"best app ever the fish are sooo adorable
",0
"if they fix this then its worth a 5 star rating.
",0
"very relaxing to hear the water bubbling.
",0
"only takes a few minutes and you're done.
",0
"i love this game
",0
"great game.
",0
"fun to play
",0
"great game for children as well as adults to pass time!
",0
"like a little too much!
",0
"love the game
",0
"great game, fantastic graphics...
",0
"love the game..
",0
"i have a gallaxy stellar.
",0
"had this game on my 4th gen. ipod touch before it broke.
",0
"great game
",0
"fun game to keep occupied during any down time.
",0
"i could start up the game and play for a minute, then turn it off easily with no glitches in gameplay and no force closes.
",0
"a great game has become my worst nightmare.
",0
"great way to relax!
",0
"found this for my daughter to play and i wound up playing more than she does!
",0
"looking for a game my children could play, i came across tap fish so i let them try it and found they both love the game!
",0
"i like dis game so much keeps me busy!
",0
"fish live is better.
",0
"tap fish
",0
"great game...
",0
"super awesome
",0
"one of the few games that can keep my attention past a few weeks.
",0
"you spend $ for a free game only for them not to give you what you paid for.
",0
"i love this game i'm on it for hours at a time like now, i have a newborn and it's 3 a.m. i should be trying to get some sleep but i'm stuck on my fish lol.
",0
"i love my fishies!!
",0
"tapfish is a great casual play.
",0
"great game.
",0
"i recently got my own tablet, so one of the first things i did was look for a fish aquarium app to download.
",0
"tommy-gunn
",0
"try deity wars use my referral code bla2248 for free legend card pack.
",0
"its awesome, gives me something to do when i'm bored, my kid loves it, and the fish are cool.
",0
"easy to play.
",0
"lots of fun
",0
"i also have a question and i will appreciate it if i have ans....
",0
"awesome game, great for kids too!
",0
"still have trouble figuring it out though
",0
"i love this game!
",0
"awesome great game!!!!
",0
"funest game ever
",0
"recommended game - last 4 spin to win free have been the same rocks item....
",0
"i really like tap fish.
",0
"the game is awesome
",0
"great game.
",0
"hours of entertainment!
",0
"breeding new kinds of fish keeps it interesting.
",0
"great game
",0
"love this game! :)
",0
"very entertaining very good note
",0
"awesome game, with a great variety of fish including my favorite, cichlids.
",0
"i enjoy this game.
",0
"its a great game.....
",0
"and from reading all of the reviews i really don't want to buy the....
",0
"i love this game
",0
"love the fact it costs nothing to play and succeeded
",0
"will play couple days and update.
",0
"but this game is soo much better!
",0
"great game
",0
"great little game.
",0
"i absolutely love it!!
",0
"that would speed up the processes.
",0
"i only keep enough fish to keep my soon happy.
",0
"_droid bionic at level 48_
",0
"im having fun with my fishes.
",0
"very cool game keep up the good work.
",0
"alright game and works well.
",0
"great passtime and so much fun!
",0
"nice to play when im waiting for people;)
",0
"awesome i love it i just absolutely love it!
",0
"i love this app
",0
"but my 2yr old loves playing with the fish...!
",0
"love this game...
",0
"its fun u can buy fish breed fish and visit peoples tanks!
",0
"awesome game
",0
"its super addicting!!
",0
"love the game works great with the experia u would recumend it to every1
",0
"passes time and that's about it
",0
"kinda iteration
",0
"yea not bad
",0
"she likes to feed the fish !!
",0
"so fun and addicting!
",0
"can youse fix this please or send me a suggestion on how to fix it please?
",0
"love this game.!!!!
",0
"add me, booboohoneybun
",0
"great game
",0
"you can breed new species of fish, and learn about the aquarium species there are now.
",0
"it can be fun when your bored
",0
"love this app!!!!!!!!
",0
"i love this game so much.
",0
"the application manager, when you email then they actually help to resolve the minor problems.
",0
"thank you for getting me my event
",0
"my sister had it on her phone and now i have it!
",0
"but the game is still very addicting.
",0
"i enjoy playing this game because my parents dont' let me have real fish so i play with virtual ones
",0
"fun game im addict.
",0
"tap fish is soooo addictive, its the best!
",0
"good way to pass time.
",0
"i love this app!
",0
"fish bucks are required to get the best fish and to decorate...=\
",0
"lots of detail and fun to play.
",0
"includes a live background of your tank.
",0
"great game!
",0
"im sick of trying to play and it massing up
",0
"great app.
",0
"i love the way you are able to make these tanks very realistic if you choose to do so,which is exactly what i have done with all 4 of my tanks.
",0
"it is not the easiest thing to do in this game ,that's for sure.
",0
"other than that, i absolutely love this game.
",0
"it's a great game...
",0
"son likes it
",0
"all sums i love it of it listen to a get fish dollars
",0
"love the game
",0
"awesome game!
",0
"this game is tight
",0
"lg optimus zip
",0
"i love collecting fish and decorations!
",0
"been tapping for a couple years now and have not had any issues.
",0
"cool game
",0
"great game!
",0
"i play it all the time
",0
"what happened to tap fish plus?
",0
"awesome game!!!!!
",0
"i love this game
",0
"entertaining to pass time
",0
"love tap fish its an awesome game its really like having your own fish to feed and love and you can add neighbors so you can level up i deffinitly say this game is one to download
",0
"love the game
",0
"daughter loves it
",0
"my little brother loves to take care of all the fish,cleaning the tank,and breeding them.
",0
"awesome game i love it
",0
"my two year old loves this game.
",0
"very addicting and keeps you playing.
",0
"tap fish
",0
"a fun and addicting game!
",0
"other than that its outrageously fun
",0
"i enjoy playing this game even though i have a couple issues with the game.
",0
"i like the game, and when you change devices customer support is very helpful.
",0
"she loveswatching the fish swim and the different kinds
",0
"tap fish
",0
"cool game
",0
"barbara in mobile al very therapeutic helps you relax
",0
"love this game!!!!
",0
"grt gm
",0
"fun game
",0
"fun game.
",0
"i like the breeding.
",0
"the game is gud n not boring to ply
",0
"favorite game.
",0
"i love this game.
",0
"i play constantly, perfect time killer.
",0
"hope this is a bug.
",0
"great fun really enjoy taking care of these fish.
",0
"can't stop playing
",0
"it won't let me play my game
",0
"awesome n addictive!!
",0
"dissapointed looked like a cool game.
",0
"love this app!!!
",0
"awesome time killer
",0
"so please people feed da lil fish and keep breedn...
",0
"if u like exotic fish and maintain the fish tank...
",0
"the fun is limitless...
",0
"love it keeps me occupied fru owt da day highly addictive.
",0
"an amazing game!
",0
"great game :-)
",0
"its so fun and very one should have tap fish
",0
"my daughter loves this game.
",0
"she loves the colors
",0
"it's so pretty the graphics are great
",0
"love this game!!!!!
",0
"this is a fun enjoyable awesome game.
",0
"they have even compensated me with me with the coins and fish bucks i would have to give 5 *
",0
"i really enjoy playing this game.
",0
"tapfish works for me just like cigarettes works for other people...
",0
"it's relaxes and eases your mind...
",0
"i will return my 5 star rating when you fix these problems!
",0
"it has improved greatly with no freezing problems.
",0
"i've changed phones several times and it's so easy to get all my progress back when i download the game again.
",0
"unlike several of my other games.
",0
"thanks for making it so user friendly!
",0
"great game, addicting, and i can't stop checking my fish on my spare time.
",0
"highly recommended
",0
"breed all fishes
",0
"the best fish game.
",0
"feed them or they will die!
",0
"mine died and this game said rate its and recieve 2 fishbucks .
",0
"great game
",0
"very entertaining app!
",0
"i love my fishies!
",0
"i like that you have 2 feed the fish in clean the tank?
",0
"love breeding different fish together.
",0
"great game i love it
",0
"really cool game
",0
"fun game.
",0
"i play it with my 3yr old and she loves it.
",0
"love tap fish..
",0
"my son loves this game but he's 5!
",0
"update was a complete fail!!!!
",0
"yet another amazing game ruined because of laziness and lack of effort..!..
",0
"i love this game.
",0
"it is ao much fun.
",0
"i really enjoy this game
",0
"help us save data.
",0
"awesome game
",0
"i live this game i play it all the time
",0
"love how u can make it ur wall paper
",0
"great game
",0
"u don't need a real fish tank with this.
",0
"hours and hours of fun.
",0
"fun game
",0
"wonderful game but i don't like how u have to update it or u can't play
",0
"tap fish
",0
"fun game.
",0
"fun and addictive
",0
"my son and i enjoy this game a lot, good teaching tool for starting to take care of a pet, even if its virtual
",0
"i love my fishies
",0
"it really cool  and fun put all the rich cost fish bucks but other why's its epicly awesome
",0
"it's a great game i love it's
",0
"hours of fun!
",0
"great game!
",0
"i love this game!
",0
"i love this game!
",0
"it gives me something to do between classes and is very addicting (:
",0
"i wish i wish i was a fish a fish i wish i was
",0
"very addictive and fun game.
",0
"allmost like they become your real pets
",0
"k nice game
",0
"good game fun and addicting
",0
"i play all the time.
",0
"this game is so fun and and i love this game so fun
",0
"i used to love this game and play it every day untill this ''update''
",0
"came along now i cant play?!
",0
"1 star untill fixed!
",0
"great time killer!
",0
"it's fun and easy :)
",0
"i love it but sadly i uninstalled because i work more than play but its a great game i'd recommend it
",0
"good way to waste time.
",0
"cool game
",0
"buena juego, keeps me entertained during boring days.
",0
"great game
",0
"why is tapfish disabled
",0
"love this game
",0
"i think it s a fun game.
",0
"i love thise game its so much fun!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!  !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!:-):-):-):-):-):-):-):-):-):-):-):-):-)b-)b-)b-)b-)b-)b-)b-)b-)b-):-$b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-):-$b-):-$b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-)b-):-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*:-*
",0
"other than that it's a lot of fun
",0
"i love it please i need neighbors
",0
"still a fun game, my kids enjoy helping me take care of the fish.
",0
"this is the sweetest game ever!
",0
"good fun for a few weeks, then the novelty wears off
",0
"great app, very addicting
",0
"this game is so fun and addictive i love it let your kids get it builds responsibility
",0
"nice game
",0
"this game is a great way to have fun and take away boredom
",0
"great game
",0
"good  fun to play
",0
"great game
",0
"pls fix cos don't want to uninstall.
",0
"i dont have enough time to play like that.
",0
"nice to play.
",0
"i play this game all the time and it is the funnest game on my phone.
",0
"awesome feels like i really have fish
",0
"good way to pass the time
",0
"u can also sell and buy fishes and visit ur neighbor tank
",0
"love this game! !
",0
"very addicting super amazing!
",0
"awesome game
",0
"one of the best interactive game i've played since getting the phone.
",0
"please get it sorted!
",0
"very entertaining very good note
",0
"this game is awesome, excellent, and amazing!
",0
"i love this game
",0
"youve been warned
",0
"i love this game it like i really have pets i need to take care of
",0
"fun game
",0
"this is one fun game everyone can enjoy
",0
"fun casual game
",0
"vary good game.
",0
"love to play
",0
"i love the game so much
",0
"good way to pass the time
",0
"really i feel its like original fish tank....
",0
"wonderful tank
",0
"fun to breed and watch the fish grow!
",0
"this is such a fun app!
",0
"i'm officially addicted!
",0
"great game i love it!
",0
"thanks for a fun time passer and the ability to have an aquarium with out all the hassle of maintenance and the expenses of the real life hobby.
",0
"this game is so cute!...
",0
