Review,Relevant
"In order to get the latest updates on the timeline I will need to actually close and restart the app.
",1
"Firstly, at least once a day when I am trying to refresh my news feed it will say 'network error'.
",1
"Doesn't show comments or likes on statuses, wallposts, etc.
",1
"it's always clicks me out says there is an error..
",1
"Stops working and shuts down all the time.
",1
"low speed,no pic download.
",1
"Since last update I keep getting network error and can't update my status.
",1
"Contact Sync is no longer and option and unable to check page messages
",1
"The update is always crashing and whenever im in the middle of my chat it lags all the time... :(
",1
"But Not able to download images
",1
"Links don't go to app just to browser
",1
"Terrible, can't upload photos anymore or update my status.
",1
"I hate that you can no longer delete a comment you make on someone's post, or on your own for that matter.
",1
"I and the one who i sent this code wants to see picture not number.
",1
"Can't find camera icon to change my cover photo.
",1
"It doesn't work on Desire
",1
"Cant view an entire Photo.
",1
"Always force close.
",1
"Not to mention the fact that it force closes half the time, videos take too long to upload and have yet to add the edit comment tool as in the mobile site.
",1
"Should implement a way my videos can be seen that are in my album
",1
"i want to exclude some folder to display in select picture page.
",1
